keyword,nDCG@5,Precision@5,Recall@5,MRR
store,0.5,0.1,0.5,0.5
tv,0,0,0,0.5
user defined variable,0.5,0.1,0.5,0.5
user name,0.5,0.1,0.5,0.5
video preview,0.3154648768,0.1,0.1666665,0.5
addition programs,0.5,0.1,0.5,0.5
addition theorem of probability,0.5,0.1,0.5,0.5
addition theory,0.5,0.1,0.5,0.5
addition to dissolve,0.4545454545,0.09090909091,0.4545454545,0.5
addition worksheets,1,0.2,1,0.5
anti corrosion cleaning,0.5,0.1,0.5,0.5
condenses on dust particles,0.5,0.1,0.5,0.5
dissolution,0.5,0.1,0.5,0.5
dissolve,0.5,0.2,1,0.333333
dissolve after addition,0.4779147966,0.4,0.125,0.5
dissolve by addition,0.5,0.1,0.5,0.5
dissolve chords,0.5,0.1,0.5,0.5
dissolve in addition,0.5,0.1,0.5,0.5
dissolve tablets,0.5,0.1,0.5,0.5
dissolve with addition,0.5,0.1,0.5,0.5
dissolving,0.5,0.1,0.5,0.5
dissolving in addition,0.5,0.1,0.5,0.5
dissolving medium,0.5,0.1,0.5,0.5
immersion in addition,0.5,0.1,0.5,0.5
nacl dissolve in addition,0.5,0.1,0.5,0.5
solubility,0.5,0.1,0.5,0.5
steam cleaning device,0.5,0.1,0.5,0.5
water soluble,0.5,0.2,1,0.333333
alcohol family,0.5,0.1,0.5,0.5
antifreeze formulations,0.5,0.1,0.25,0.517857
colorless liquid,0.5,0.15,0.5,0.5
computer system,0.6666666667,0.1333333333,0.6666666667,0.5
dissolve in ethylene glycol,0.5,0.1,0.5,0.5
dissolve in monoethylene glycol,0.5,0.1,0.5,0.504629625
dissolve in polyethylene glycol,0.5,0.1,0.5,0.5
dissolve in propylene glycol,0.4,0.08,0.4,0.5
dissolve legislative assembly,0.3333333333,0.06666666667,0.3333333333,0.5
dissolve parliament,0.5,0.1,0.375,0.5
family gathering,0.5,0.1,0.5,0.5
family member,0.4285714286,0.08571428571,0.4285714286,0.5
miscible in ppg,0.5,0.1,0.5,0.5
mix in glycol,0.5,0.1,0.25,0.5
mix in peg,0.5,0.1,0.375,0.5
mix in propylene glycol,0.5,0.1,0.5,0.5
mix water,0.5,0.1,0.5,0.5
organic compound,0.5,0.1,0.5,0.5
organic compounds,0.5,0.2,0.5,0.5
soluble in diols,0.5,0.1,0.5,0.5
aqueous solvent system,0.5,0.1,0.5,0.5
combine in solvent system,0.5,0.1,0.5,0.5
computer system,0.5,0.1,0.5,0.5
dissolve in system,0.5,0.1333333333,0.6666666667,0.4444443333
dissolve legislative assembly,0.5,0.1,0.5,0.5
dissolve parliament,0.5,0.1,0.5,0.5
gaseous solvent,0.5,0.1,0.5,0.5
main system,0.5,0.1,0.5,0.5
miscible in solvent system,0.5,0.1,0.5,0.5
mix in solvent system,0.5,0.1,0.5,0.5
phase solvent system,0.5,0.2,0.142857,0.5
political system,0.5,0.1,0.5,0.5
saturated solution,0.5,0.1,0.5,0.5
solar system,0.5,0.2,1,0.333333
solubility in solvent system,0.5,0.1,0.375,0.5
soluble in solvent system,1,0.2,0.5,0.333333
solute molecules,0.4306765581,0.2,1,0.333333
solute to dissolve,0.5,0.1,0.5,0.5
solutesolvent interactions,0.5,0.1,0.5,0.5
solvent delivery system,0.5,0.1,0.5,0.5
solvent recovery system,0.5,0.1,0.5,0.5
solvent system mixture,0.4,0.08,0.4,0.5
solvent systems,0.5,0.2,0.5,0.333333
suspension in solvent system,0.5,0.1,0.5,0.5
dissolving liquid,0.5,0.1,0.5,0.5
dissolving out,0.5,0.1,0.5,0.5
diffuse,0.5,0.1,0.5,0.5
disadvantage,0.5,0.1,0.5,0.5
disengagement,0.5,0.2,0.5,0.5
dislike,0.5,0.1,0.25,0.5
dissertation,0.5,0.1,0.5,0.5
dissociate constant,0.5,0.1,0.5,0.5
dissolution,0.5,0.2,1,0.333333
dissolve,0.6,0.12,0.6,0.5
dissolving capacity,0.5,0.125,0.395833375,0.5
liquid,0.5,0.1,0.5,0.5
movement,0.5,0.1,0.5,0.5
solid,0.5,0.1,0.5,0.5
solubility,0.5,0.1,0.5,0.5
solute,0.5,0.1,0.5,0.5
water,0.5,0.1,0.5,0.5
dissolving apparatus,0.5,0.1,0.5,0.5
chemical reaction,0.5,0.2,0.5,0.5
color mixer,0.5,0.2,1,0.333333
condense,0.5,0.1,0.5,0.5
device maker,0.5,0.1,0.5,0.5
dissolved,0.5,0.1,0.4166666667,0.5
dissolved molecule,0.5,0.1,0.5,0.5
dissolving capacity,0.5,0.1,0.5,0.5
dissolving process,0.25,0.1,0.5,0.333333
fluoroantimonic acid,0.5,0.1,0.5,0.5
labrotary,0.5,0.1,0.5,0.5
maximum concentration,0.5,0.1,0.5,0.5
mixed liquid solution,0.4077324384,0.1,0.375,0.51136375
mixtue device,0.5,0.1,0.5,0.5
predicted chart,0.5,0.1,0.5,0.5
resolved,0.5,0.1,0.5,0.5
solution architect,0.5,0.1,0.5,0.5
solution preparation step,0.5,0.1,0.5,0.5
solvent mixed solution,0.5,0.1,0.5,0.5
solvent mixture,0.5,0.1,0.5,0.5
step marker,0.5,0.1,0.5,0.5
testing model,0.5,0.1,0.5,0.5
dissolving liquid,0.5,0.1,0.5,0.5
dissolving out,0.5,0.1,0.5,0.5
storing,0.5,0.1,0.5,0.5
dissolving apparatus,0.5,0.1,0.5,0.5
annular pipes,0.5,0.1,0.5,0.5
cash distributor,0.5,0.1,0.5,0.5
distribution pipe,0.5,0.1,0.5,0.5
distributor agency,0.5,0.1,0.5,0.5
distributor drip irrigation pipe,0.5,0.1,0.5,0.5
distributor irrigation pipe,0.5,0.1,0.5,0.5
distributor sprinkle irrigation pipe,0.5,0.1,0.5,0.5
distributor tubes,0.5,0.1,0.5,0.5
distributor water pipe,0.5,0.1,0.5,0.5
ferrule,0.5,0.12,0.45,0.5
flow inlet,0.5,0.1,0.5,0.5
liquid channels,0.5,0.1,0.5,0.5
motor pump,0.5,0.1,0.5,0.5
optical pipe,0.5,0.1,0.5,0.5
pipe,0.5,0.2,1,0.333333
pipes for distribution,0.5,0.1,0.5,0.5
power distributed,0.5,0.2,1,0.333333
programming distributor,0.5,0.1,0.5,0.5
ring conduit,0.5,0.2,1,0.333333
ticket distributor,0.5,0.1,0.5,0.5113635
water flow,0.5,0.1,0.5,0.5
water pump,0.5,0.1,0.5,0.5
arteries,0.5,0.1,0.5,0.5
blood vessels,0.5,0.2,1,0.333333
distributed pipes,0.5,0.1,0.5,0.5
distribution channel,0.5,0.1,0.5,0.5
distribution line,0.3333333333,0.06666666667,0.3333333333,0.5
distribution pipe,0.5,0.1,0.5,0.5
distribution pipes,0.5,0.1,0.5,0.5
distribution tube,0.5,0.1,0.5,0.5
distributive shock,0.5,0.2,0.5,0.5
distributor,0.5,0.1333333333,0.3611111667,0.5
distributor conduit,0.5,0.2,0.4375,0.5
distributor pipeline,0.5,0.12,0.6,0.4666666
distributor pipes,0.5,0.1,0.5,0.5
distributor portal,0.5,0.1,0.5,0.5
distributor tube,0.5,0.1,0.5,0.5
drain,0.5,0.1,0.5,0.5
injection device,0.5,0.1,0.5,0.5
injection nozzle,0.6666666667,0.1333333333,0.6666666667,0.5
injector,0.5,0.1,0.5,0.5
inlet,0.5,0.1,0.5,0.5
ion exchange resin,0.5,0.1,0.5,0.5
nozzle,0.5,0.1,0.5,0.5
outlet,0.5,0.2,1,0.333333
pipe,0.4285714286,0.08571428571,0.4285714286,0.5
pipe gate,0.5,0.1,0.5,0.5
piping systems,0.5,0.1,0.5,0.5
plumbing fittings,0.5,0.1,0.5,0.5
pvc pipes,0.5,0.2,0.5,0.5
tank supplier,0.5,0.1,0.5,0.5
veins,0.5,0.1,0.5,0.5
water distributor pipe,0.5,0.1333333333,0.5,0.5
control position,0.5,0.1,0.5,0.5
control tube,0.5,0.2,1,0.333333
discharge tube,0.5,0.1,0.5,0.5
distributor,1,0.2,1,0.333333
distributor position,0.5,0.2,0.5,0.5
distributor tube,0.5,0.1,0.5,0.5
drain tube,0.5,0.1,0.5,0.5
drain tubes,0.5,0.1,0.5,0.5
feed tube,0.5,0.1,0.5,0.5
hose,0.5,0.1,0.5,0.5
outlet,0.5,0.1,0.5,0.5
pump,0.5,0.1,0.5,0.5
return tube,0.5714285714,0.1142857143,0.5714285714,0.5
return tubes,0.5,0.1,0.5,0.5
tube,0.5,0.1,0.5,0.5
valve,0.5,0.2,1,0.333333
water line,0.5,0.1,0.5,0.5
water tube,0.5,0.1,0.5,0.5
distribution,0.5,0.1,0.5,0.5
distribution pipe,0.3333333333,0.06666666667,0.3333333333,0.5
holes,0.5,0.1,0.5,0.5
nozzle,0.5,0.1,0.5,0.5
nozzles,0.5,0.1,0.5,0.5
pipe,0.5,0.1,0.5,0.5
pipes,0.5,0.2,1,0.333333
spraying hole,1,0.2,1,0.333333
spraying holes,0.3154648768,0.1,0.5,0.5
spraying nozzle,0.5,0.1,0.5,0.5
spraying nozzles,0.5,0.2,0.5,0.5
water,0.5,0.1,0.5,0.5
water nozzle,0.5,0.1,0.5,0.5
water pipe,0.5,0.1,0.5,0.5
water spraying holes,0.5,0.1,0.5,0.5
water spraying nozzles,0.5,0.1,0.5,0.5
water the nozzles,0.5,0.1,0.5,0.5
cell,0.5,0.2,1,0.333333
chains of deoxynucleoside monophosphates,0.5,0.2,1,0.333333
chromosomes,0.5,0.2,1,0.333333
copper coil,0.5,0.1,0.5,0.5
deoxyribonucleic acid strand,0.5,0.1,0.5,0.5
dna,0.5,0.1,0.5,0.5
dna chain,0.5,0.1,0.5,0.5
dna strands,0.5,0.1,0.5,0.5
dnd,0.5,0.1,0.5,0.5
genetic material,0.5,0.4,0.4,0.5
genome,0.5,0.1,0.5,0.5
gold chain,0.5,0.1,0.5,0.5
growth,0.5,0.15,0.41666675,0.5
hairpin,0.5,0.1,0.5,0.5
hairpin strand,0.5,0.1,0.5,0.5
hereditary material,0.5,0.1,0.5,0.5
material science,0.5,0.1,0.5,0.5
nucleic acid strand,0.5,0.1,0.5,0.5
polymers of deoxynucleoside monophosphates,0.5,0.1,0.5,0.5
polynucleotide coil,0.5,0.1,0.5,0.5
proliferation,0.5,0.2,1,0.333333
replication,0.5,0.1,0.5,0.5
rna strand,0.5,0.1,0.5,0.5
rna strands,0.5,0.1,0.5,0.5
sequence,0.5,0.1,0.5,0.5
ssdna,0.5,0.2,0.5,0.50543475
standard definition,0.5,0.1,0.5,0.5
standard deviation,0.5,0.1,0.5,0.5
strand,0.5,0.1,0.5,0.5
strand transferases,0.5,0.1333333333,0.5,0.5
viral,0.5,0.2,0.5,0.5
bond,0.5,0.2,1,0.333333
copper coil,0.5,0.1,0.5,0.5
deoxynucleoside monophosphates chain,0.5,0.1,0.5,0.5
deoxyribonucleic acid strand,0.5,0.1,0.5,0.5
dna,0.5,0.1,0.5,0.5
dna attached,0.5,0.1,0.5,0.5
dna bond,0.5,0.1,0.5,0.5
dna labeled,0.5,0.2,0.5,0.5
dna not associated,0.5,0.1,0.5,0.5
dna strand displacement,0.5,0.1,0.5,0.5
dna which associated,0.5,0.2,1,0.333333
double faced display,0.5,0.1,0.5,0.5
gene,0.5,0.1,0.5,0.5
genetic material,0.5,0.1,0.5,0.5
genetics,0.5,0.1,0.5,0.5
genome,0.5,0.1,0.5,0.5
gold chain,0.5,0.1,0.5,0.5
hereditary material,0.5,0.1,0.5,0.5
label,0.5,0.1,0.5,0.5
linker,0.5,0.1,0.5,0.5
material science,0.5,0.1,0.5,0.5
metal wire,0.5,0.1,0.5,0.5
nucleic acid strand,0.5,0.1,0.5,0.5
nucleic bond,0.5,0.1,0.5,0.5
nucleic dna,0.5,0.2,1,0.333333
nucleobases,0.5,0.1,0.5,0.5
polynucleotide chain,0.5,0.1,0.5,0.5
polynucleotide coil,0.5,0.1,0.5,0.5
strand dna,0.5,0.1,0.5,0.5
template dna,0.5,0.2,1,0.333333
wire strand,0.5,0.1,0.5,0.5
different dna molecule,0.5,0.1,0.5,0.5
different dna molecules,0.5,0.1,0.5,0.5
dna,0.5,0.1,0.5,0.5
dna molecule,0.5,0.1,0.5,0.5
fluid,0.5,0.2,0.5,0.333333
metal,1,0.2,1,0.333333
metal nanotube,0.5,0.2,1,0.333333
molecule,0.5,0.1,0.5,0.516129
nucleotide,0.5,0.1,0.5,0.5
protein,0.5,0.1,0.5,0.5
ss dna molecule,1,0.2,1,0.333333
ss dna molecules,0.5,0.1,0.5,0.5
strand dna,0.5,0.1,0.5,0.5
connection,0.5,0.1,0.5,0.5
data strand,0.5,0.1,0.5,0.5
dna,0.5,0.1,0.5,0.5
dna strands,0.5,0.1,0.25,0.5
lines,0.5,0.1,0.5,0.5
paths,0.5,0.1,0.5,0.5
protein,0.5,0.1,0.5,0.5
strand,0.5,0.15,0.5,0.5
virus,0.5,0.1,0.5,0.5
blood donor,0.5,0.1,0.5,0.5
cell division,0.5,0.1,0.5,0.5039065
dna,0.4077324384,0.15,0.375,0.5
dna donor,0.5,0.1,0.5,0.5
dnaa boxes,0.5,0.1,0.5,0.5
donor ecdna,0.5,0.2,1,0.333333
donor extrachromosomal dna,0.3154648768,0.1,0.5,0.5
donor levels,0.5,0.1,0.5,0.5
donor microorganisms,0.5,0.2,1,0.333333
donor organ,0.4306765581,0.2,1,0.333333
ecoli culture,0.5,0.1,0.5,0.5
expression vectors,0.4306765581,0.2,1,0.333333
food donor,0.5,0.1,0.5,0.5
genome,0.5,0.1,0.5,0.5
genome sequence,0.5,0.1,0.5,0.5
money donor,0.5,0.1,0.5,0.5
motion vector,0.5,0.2,0.5,0.5
nonconjugative plasmid,0.5,0.2,1,0.333333
origin of replication,0.5,0.1,0.25,0.5
plasmid,0.5,0.1,0.5,0.5
plasmid donor,0.5,0.1,0.5,0.5
plasmid system,0.5,0.1,0.5,0.5
plasmid vector,0.5,0.1,0.5,0.5
recipient cell,0.5714285714,0.1142857143,0.5714285714,0.5
retrovirus system,0.5,0.1,0.5,0.5
retrovirus vector,0.5,0.2,1,0.333333
sequence,0.5,0.2,0.5,0.5
specific dna,0.5,0.1,0.5,0.5
vector,0.5,0.1,0.5,0.5
virulence factors,0.5,0.1,0.5,0.5
cloning vector,0.5,0.1,0.5,0.5
plasmid,0.5,0.1,0.5,0.5
plasmid vector,0.5,0.1,0.5,0.5166665
recombination vector,0.5,0.1,0.5,0.5135135
shuttle vector,0.5,0.1,0.5,0.5
template,0.5,0.12,0.6,0.4666666
vector,0.5,0.1,0.5,0.5
blood donor,0.5,0.1,0.5,0.5
cells transfected,0.5,0.1,0.5,0.5
construct,0.5,0.1,0.5,0.5
designated,0.5,0.1,0.5,0.5
donor cassette,0.5,0.1,0.25,0.5
donor double stranded dna,0.5,0.1,0.5,0.5
donor extrachromosomal dna,0.5,0.1,0.33333325,0.5
donor money,0.5,0.1,0.5,0.5
donor plasmid dna,0.5,0.1,0.5,0.5
donor plasmid vectors,0.5,0.2,1,0.333333
donor replicons,0.5,0.1,0.5,0.5
double game,0.5,0.2,0.5,0.5
food donor,0.5,0.2,1,0.333333
gene engineering,0.5,0.1,0.5,0.5
genomic sequence,0.5,0.1,0.5,0.5
horizontal gene transfer,0.5,0.1,0.5,0.5
hybridization,0.5,0.1,0.5,0.5
metal,0.5,0.1,0.5,0.5
named,0.5,0.2,1,0.333333
plasmid,0.5,0.1,0.5,0.5
plastic,0.5,0.1,0.5,0.5
polynucleotide,0.5,0.1,0.5,0.5
recombinant plasmid,0.5,0.1,0.5,0.5
vector,0.5,0.2,0.5,0.5
double planetary,0.5,0.1,0.5,0.5
auxiliary power,0.5,0.2,1,0.333333
chain sprocket,0.5,0.2,0.5,0.5
continuously gear,0,0,0,0.5
continuously gear transmission,0.5,0.2,1,0.333333
continuously reduction gear,0.5,0.1,0.5,0.5
continuously reduction transmission,0.5,0.1,0.5,0.5
cycloid gear,0.5,0.1,0.5,0.5
cycloid transmission,0.5,0.1,0.5,0.5
cycloid transmission gear,0.5,0.1,0.5,0.5
double bed,0.5,0.1,0.5,0.5
double door fridge,0.5714285714,0.1142857143,0.5714285714,0.5
double eye surgery,0.5,0.1,0.5,0.5
double eye vision,0.6,0.12,0.6,0.5
double gear,0.5,0.2,1,0.333333
double helical gear,0.5,0.1,0.5,0.5
double planetary,1,0.2,1,0.5
double planetary gear,0.5,0.1,0.5,0.5
double vision test,0.5,0.1,0.5,0.5
dual planetary gear unit,0.5,0.1,0.5,0.5
epicyclic gear train,0.5,0.1,0.5,0.5
gear,0.4306765581,0.2,1,0.333333
gear mechanism,0.4077324384,0.1,0.1875,0.5
gear system,0.5,0.2,0.5,0.5
intermediate planetary gear,0.25,0.1,0.5,0.5
load related brake pressure control device,0.5,0.1,0.5,0.5
main shaft,0.5,0.2,0.5,0.5
planetary bodies,0.5,0.1,0.20833325,0.5
planetary gear,0.5,0.1,0.5,0.5
planetary gear system,0.5,0.1,0.5,0.5
planetary gear transmission,0.5,0.1,0.5,0.5
planetary reduction gear,0.5,0.1,0.5,0.5
planetary reduction transmission,0.5,0.1,0.5,0.5
planetary transmission,0.5,0.1,0.5,0.5
planetary transmission gear,0.5,0.1,0.5,0.5
rear axle suspension,0.5,0.2,1,0.333333
rear seat belt,0.5,0.1,0.5,0.5
transmission,0.3333333333,0.06666666667,0.3333333333,0.5
transmission gear,0.5,0.1,0.5,0.5
worm wheel,0.5,0.1,0.5,0.5
damping carriage,0.5,0.2,0.5,0.5
differential gear,0.5,0.2,1,0.333333
differential planetary gear,0.5,0.1,0.5,0.5
double curtains,0.5,0.1,0.5,0.5
double faced coat,0.5,0.15,0.5,0.5
double gear,0.5,0.1,0.5,0.5
double helical gear,0.5,0.1,0.5,0.5
double layer of cell membrane,0.5,0.1,0.5,0.5
double planetary gear,0.5,0.2,1,0.333333
double planetary gear four axis transmission,0.6,0.12,0.6,0.5
double planetary gear multi speed transmission,0.5,0.1,0.4375,0.5
doubling time,0.5,0.3,0.5,0.5
dual monitor setup,0.5,0.1,0.5,0.5
flow the gear,0.5,0.1,0.5,0.5
front arranged gear,0.5,0.1,0.4166666667,0.5
front gear,0.5,0.2,1,0.333333
front mounted gear,0.5,0.1333333333,0.6666666667,0.4444443333
front planetary gear,0.5,0.1,0.5,0.5
gear system,1,0.2,1,0.333333
meshing,0.5,0.1,0.5,0.5
planet solar system,0.5,0.1,0.5,0.5
planetary gear,0.625,0.125,0.625,0.5
planetary gear component,0.5,0.1,0.5,0.5
plastics clip fastener,0.5,0.1,0.5,0.5
power flow gear,0.5,0.1,0.5,0.5
power flow the gear,0.5,0.2,1,0.333333
power gear,0.5,0.1,0.5,0.5
power mounted gear,0.5,0.1,0.5,0.526316
power the gear,0.5714285714,0.1142857143,0.5714285714,0.5
power transmission,0.5,0.1,0.5,0.5
rear gear,0.5,0.1,0.5,0.5
rear mounted gear,0.5,0.1,0.5,0.5
rear planetary gear,0.5,0.1,0.5,0.5
shaft mechanism,0.5,0.1,0.5,0.5
single planetary gear,0.5,0.1,0.5,0.5
solenoid actuated friction,0.5,0.1,0.5,0.5
stage planetary gear,0.5,0.1,0.5,0.5
improving,0.5,0.1,0.5,0.5
cold rolled thin gauge,0.5,0.1,0.5,0.5
culvert,0.5,0.1,0.5,0.5
drain pipe,0.5,0.1,0.5,0.5
drain water,0.5,0.1,0.5,0.5
drainage,0.5,0.1,0.5,0.5
drainage after surgery,0.5,0.1,0.5,0.5
drainage device,0.5,0.1,0.5,0.5
drainage rat trap,0.5,0.1,0.5,0.5
drainage system,0.5,0.1,0.5,0.5
drainage systems,0.5,0.1,0.3888888333,0.5
eye drainage surgery,0.5,0.2,1,0.333333
filling tank,0.5,0.1,0.5,0.5
flow,0.5,0.1,0.5,0.5
hematoma drainage surgery,0.5,0.1,0.5,0.5
high strength seamless steel pipe,0.5,0.1,0.5,0.5
lymphatic drainage surgery,0.5,0.1,0.5,0.5
passage,0.5,0.1,0.5,0.5
sewage,0.5,0.1,0.5,0.5
system of drains,0.5,0.1,0.5,0.5
waste cloth,0.5714285714,0.1142857143,0.5714285714,0.5
waste water,0.5,0.1,0.5,0.5
wheel hub die forging,0.5,0.1,0.5,0.5
canal,0.5436432512,0.1333333333,0.6666666667,0.4444443333
conduit,0.5,0.1,0.5,0.5
conventional drainage system,0.5,0.1,0.5,0.5
drain,0.5,0.1,0.25,0.5
draining,0.5,0.12,0.6,0.4666666
excessive water,0.5,0.1,0.5,0.5
fabric pots,0.5,0.1,0.5,0.5
managing change,0.5,0.1,0.5,0.5
plant bags,1,0.2,1,0.333333
pumping,0.5,0.1,0.5,0.5
sediment collector,0.5,0.1,0.5,0.5
sewer,0.5,0.1,0.5,0.5
steam condensate line,0.5,0.1,0.5,0.5
steam trap,0.5,0.1,0.5,0.5
sub surface drainage,0.5,0.1,0.5,0.5
subsurface data,0.5,0.2,1,0.333333
surface drainage,0.5,0.1,0.5,0.5
surface tension,0.5,0.1,0.5,0.51
water collector,0.5,0.1,0.5,0.5
water tax,0.5,0.2,0.5,0.333333
atomizer nozzle,0.5,0.1,0.5,0.5
ball,0.5,0.1,0.5,0.5
ball assembly drive,0.5,0.1,0.5,0.5
ball drive,0.6,0.12,0.6,0.5
ball screw drive,0.5,0.1,0.5,0.5
ball spline,0.5,0.1,0.5,0.5
ball valve,0.5,0.1,0.5,0.5
balls,0.5,0.1,0.5,0.5
bearing,0.5,0.1,0.5,0.5
bearings,0.5,0.1,0.5,0.5
coiling motor,0.3333333333,0.06666666667,0.3333333333,0.5
drive ball,0.5,0.1,0.5,0.5
drive ball screw,0.5,0.1,0.5,0.5
drive login,0.5,0.1,0.5,0.5
driving balls,0.5,0.1,0.5,0.5
electrostatic bearing,0.4306765581,0.2,1,0.333333
guide rail,0.5,0.1,0.5,0.5
motor drive,0.5,0.1,0.5,0.5
rubber ball,0.5,0.1,0.5,0.5
solder balls,0.5,0.1,0.5,0.5
steel ball drive unit,0.5,0.1,0.5,0.5
stop ball,0.5,0.1,0.5,0.5
storage drive,0.5,0.1,0.5,0.5
ball,0.5,0.1,0.5,0.5
ball bearing members,0.5,0.1,0.25,0.5
ball members,0.5,0.1,0.5,0.5055555
ball system,0.5,0.1,0.5,0.5
balls,0.5,0.2,1,0.333333
cricket ball,0.4,0.08,0.4,0.5
drive ball,0.5,0.1,0.5,0.5
drive balls,0.5,0.2,1,0.333333
drive cable,0.5,0.1,0.5,0.5
drive torque,0.5,0.1,0.5,0.5
driving ball,0.5,0.1,0.5,0.5
driving balls,0.5,0.1,0.5,0.5
driving test,0.5,0.2,1,0.333333
dual mass flywheel,0.5,0.1,0.5,0.5
engagement balls,0.5,0.2,0.5,0.5
eye balls,0.5,0.1,0.5,0.5
lead motors,0.5,0.1,0.5,0.5
operate balls,0.5,0.1,0.5,0.5
outer balls,0.5,0.1,0.5,0.5
power shift transmission,0.5,0.1,0.5,0.5
roller balls,0.5,0.1,0.5,0.5
roller members,0.5,0.1,0.5,0.5
rollers,0.5,0.1,0.5,0.5
rotary force,0.5,0.1,0.5,0.5
shift lever,0.5,0.2,1,0.333333
soccer ball,0.5,0.1,0.5,0.5
spring biased balls,0.5,0.1,0.5,0.513158
tennis ball,0.5,0.1,0.5,0.5
thrust balls,0.4306765581,0.2,1,0.333333
wheel drive ball,0.5,0.1,0.5,0.5
food composition,0.5,0.1,0.25,0.5
uncoated tablets,0.5,0.1,0.5,0.5
car dent,0.5,0.1,0.5,0.5
cereal,0.5,0.1,0.5,0.5
cereals,0.5,0.1,0.5,0.5
corn,0.5,0.2,1,0.333333
corner,0.5,0.1,0.5,0.5
dent corn,0.5,0.1,0.25,0.5
dried corn,0.5,0.1,0.5,0.5
dried kernels,0.5,0.1,0.5,0.5
dried maize,0.5,0.1,0.16666675,0.5
dry,0.5,0.2,1,0.333333
dry corn flour,0.5,0.1,0.5,0.5
dry corn starch,0.5,0.1,0.5,0.5
dry ice,0.5,0.1,0.5,0.5
dry maize,0.5,0.1,0.5,0.5
dry wheat,0.5,0.1,0.5,0.5
dry zea mays,0.5,0.1,0.1666665,0.5
grain,0.5,0.1,0.5,0.5
grains,0.5,0.1,0.5,0.5
pop corn,0.5,0.1,0.5,0.5
pop singer,0.5,0.2,1,0.333333
pop star,0.6,0.12,0.6,0.5
solids,0.5,0.1,0.5,0.5
starchy seed,0.5,0.1,0.5,0.5
vacuum,0.5,0.2,1,0.333333
weight,0.5,0.1,0.5,0.5
zea mays,0.4306765581,0.2,1,0.333333
a dual clutch gearbox,0.5,0.2,1,0.333333
air supply filter,0.5,0.1,0.5,0.5
automatic,0.3154648768,0.1,0.5,0.5
automatic manual transmission,0.5,0.1,0.5,0.5
clutch system,0.5,0.1,0.5,0.5
continuously automatic,0.5,0.2,1,0.333333
continuously variable,0.5,0.1,0.5,0.5
converting,0.5,0.1,0.5,0.5
double clutch,0.5,0.1,0.0227275,0.5
dual band router,0.5,0.1,0.5,0.5
dual blood supply,0.5,0.1,0.5,0.5
dual bluetooth speakers,0.5,0.1,0.5,0.5
dual clutch,0.5,0.2,0.5,0.5
dual clutch assembly,0.5,0.2,1,0.333333
dual clutch transmission,0.5,0.1,0.25,0.5
dual clutch type,0.5,0.1,0.5,0.5
dual coupling,0.5,0.1,0.5,0.5
dual space,0.5,0.1,0.5,0.5
dual type,0.5,0.1,0.5,0.5
duality theory,0.5,0.1,0.5,0.5
duplicate device detection,0.5,0.1,0.5,0.5
failsafe seat belt system,0.5,0.1,0.5,0.5
gearbox has two clutches but no clutch pedal,0.6309297536,0.2,1,0.333333
hydraulics,0.5,0.1,0.5,0.5
manual,0.5,0.1,0.5,0.5
mechanical,0.5,0.1,0.5,0.5
motor,0.5,0.1,0.5,0.5
motor automatic,0.5,0.1,0.5,0.5
multi step reduction gear,0.5,0.1,0.5,0.5
pedestrian protection,0.5,0.1,0.25,0.5
planetary automatic,0,0,0,0.5
planetary variable,0.5,0.2,1,0.333333
sophisticated network,0.5,0.2,1,0.333333
torque converter device,0.5,0.1,0.5,0.5
twin clutch transmission,0.5,0.1,0.5,0.5
a traditional automatic transmission,0.5,0.1,0.5,0.5
car,0.5,0.1,0.5,0.5
clutch,0.5,0.1,0.5,0.5
clutch assembly,0.5,0.1,0.5,0.5
clutch lapel pin,0.5,0.1,0.5,0.5
clutch selectively,0.5,0.1,0.5,0.5
clutch switching selectively,0.5,0.1,0.5,0.5
double clutch,0.6309297536,0.2,1,0.333333
